Name,Review count,Category,Rating,Price,Latitude,Longitude,Review,Rating binary,Neighborhood
Arizmendi Bakery,2153,Bakeries,4.5,$,37.7633882,-122.4664991,"[""Always such a treat to stop by here. You can't go wrong with anything you get. I grabbed some treats today to bring home for my partner and I, but the..."", 'This was a cool bakery I came across that had friendly employees that helped me pick what to get! The pizza had very fresh and quality Ingredients!...', 'I was craving some sweets and I went to this store . \nI asked for a ""chocolate thing"". \nIt was not good at all . The texture of the pastry was very hard and...']",4.5,
Kin Khao,2148,Thai,4.0,$$,37.78524,-122.40933,"[""I'll start with saying the only reason it's not 5 stars is because  we ordered everything at once and asked to have it coursed some, and ended up with..."", ""It has been a long and rough few years, but luckily for us, it's finally over. No, not the pandemic, I'm talking about waiting for Michelin-starred Kin Khao..."", ""This place has really really good food. Way over priced but they say that it is family sized portions... it's not. Portions are normal sized... so in other...""]",4.0,
Izakaya Sozai,2142,Ramen,4.0,$$,37.76384193832725,-122.47413,"[""I absolutely love this neighborhood gem. I'm so happy that this place isn't a chain and the chef cares about the quality or the food. \nEvery dish is..."", 'Walked in on a Thursday night for a table of 3 and got seated immediately. We ordered a variety of things on the menu: \n\nUni pasta: 3.8/5\nRamen:...', 'This was probably the most disappointing dining experience I\'ve had in SF. \n\nWe searched up ""ramen"" and this was one of the top results because of how...']",4.0,
Spruce,2128,American (Traditional),4.0,$$$$,37.787621,-122.452734,"['We had an amazing dinner and birthday celebration from beginning to end. We booked an outdoor table and were pleasantly surprised that the heat lamp and...', 'You know, it\'s kind of funny how my draft for Spruce from years ago started off with ""Oh man...this review is way, way overdue"" because, not surprisingly,...', 'An amazing stop for any special occasion. The food was incredibly delicious, but the staff is what truly stood out. They were so attentive, kind, helpful...']",4.0,
Starbelly,2115,Comfort Food,4.0,$$,37.76402,-122.43253,"['Starbelly has been one of my go to comfort restaurants since I moved to this city. The menu is always fresh and new but the atmosphere and service always...', 'Came here for SF Restaurant Week 2022! The lunch comes with a starter and an entree for $15! What a DEAL. \n\nI ordered the 1/2 liver pate plate and chicken...', 'We came here for my coworkers bday, and it was great vibes all around.\n\nWe ordered a lot, and we spent $89/person for about 13 people. We ordered hella...']",4.0,
Underdogs Tres,2113,Sports Bars,4.0,$$,37.7654341999958,-122.46629572944816,"[""One of the best places I've been . Very nice friendly staff . Smiling at all the time . \nIt was my first time here and I will definitely go back again . I..."", ""At the suggestion of a friend, we went here for lunch mid week.\nNot $3 Taco Tuesday, but maybe $12 for 3, not sure. He Loves $3 Taco Tuesday.\nTaco's look..."", 'Shoutout to the Tres Amigos for introducing me to Underdogs Tres! This taco joint has been on my radar ever since my amiga, Jennifer L., wrote a review...']",4.0,
Little Skillet,2102,Breakfast & Brunch,3.5,$$,37.778851,-122.393937,"['While visiting SF on vacation, we stopped here for brunch on Saturday, 08/20/2022 and for sure, if I lived in SF Little Skillet would be on my "" go-to""...', 'I was super pumped to try out Little Skillet based on the raving reviews and how delicious the food looked in the photos, but unfortunately, my visit fell...', 'I was really looking fwd to trying this place but sooooooooo disappointing. I ordered the works and it was such a let down. The cornbread has no flavor,...']",3.5,
Little Skillet,2102,Breakfast & Brunch,3.5,$$,37.778851,-122.393937,"['While visiting SF on vacation, we stopped here for brunch on Saturday, 08/20/2022 and for sure, if I lived in SF Little Skillet would be on my "" go-to""...', 'I was super pumped to try out Little Skillet based on the raving reviews and how delicious the food looked in the photos, but unfortunately, my visit fell...', 'I was really looking fwd to trying this place but sooooooooo disappointing. I ordered the works and it was such a let down. The cornbread has no flavor,...']",3.5,
Dragon Beaux,2062,Dim Sum,4.0,$$,37.78048360067952,-122.48062047742344,"['Service was great and food is consistently good. Been here for dim sum and dinner. The chicken feet and spare ribs were tasty. The siu mai was super tasty...', 'Took a chance to make a last minute reservation for 2 for noon at 11:30. My friend and I were at legion of honor and wanted some food so we drove over and...', ""Expensive dim sum, but it sure was delicious!!!\n\nI normally don't eat XLB at dim sum restaurants, but I heard so many good things about the ones here. I...""]",4.0,
Yamo,2061,Burmese,4.0,$,37.7619475,-122.4196787,"[""Cheap hole in the way Burmese food!\nLimited seating and cash only so be prepared.\n\nFor ~$7 you can't beat that price. The quality of the food is still..."", ""A little hole-in-wall in the Mission that's so affordable and filling at the same time. I didn't know about Yamo in the beginning until my friend mentioned..."", ""Cannot recommend this place enough.\n\nIf you want authentic Asian food, here it is.\n\nHeads-up, it's CASH ONLY! But the prices are fucking reasonable! The...""]",4.0,
B Star,2019,Burmese,4.0,$$,37.78298,-122.46065,"['Yummy & consistent & takes reservations! Sister restaurant to burma superstar.\n\nGet the Brussels', ""I'd highly recommend B Star to anyone that's in the mood for some amazing Burmese food and does not want to wait for hours at the sister restaurant down the..."", 'Delicious food, kind and careful staff, and great outdoor seating.\n\nI have great sadness that their potato croquette was taken off the menu. :(\n\nA wonderful...']",4.0,
Blackwood,2006,Thai,4.0,$$,37.800591,-122.438832,"[""This is THE place to visit if you're looking for a flavor packed brunch or dinner spot that won't disappoint. I've been to Blackwood several times..."", 'The food here is so mid and overpriced. As soon as we sat down and received the menu; the waitress came up to ask if we were ready.. literally 2 minutes...', 'Food - Hot Stone Pot with Shrimp/Prawns and Vegetables\n\nDrink - Lychee Dragonfruit Cocktail!']",4.0,
Nopalito,1992,Mexican,4.0,$$,37.77343530099,-122.438993048014,"[""This is going on my public list of the Bay Area's Best Mexican Cantinas. This restaurant has it all, great food, amazing vibe, parking easy to find, superb..."", 'Always had a delightful breakfast there. I am very interested in trying the breakfast that is served here. So many great options and the quality of food is...', 'The food is delicious as always, but the new ToastTab system takes away from the charm and fun of eating out. With their new system, you order food online...']",4.0,
Devil's Teeth Baking Company,1977,Bakeries,4.5,$,37.753182446703,-122.505007542328,"['OMG, amazing breakfast sandwich!! Came here yesterday for a sandwich after seeing everyone posting about them on social media. My friends and I all got the...', 'Stopped by here on a recent visit to San Francisco and was so pleased by the offerings available. Both the sweet and salty baked goods were rich, crumbly,...', ""The people are super nice, but this place is way overrated -- it's a very average bakery. \n\nI got the special breakfast sandwich and a lemon bar. The...""]",4.5,
Akiko's Restaurant,1953,Sushi Bars,4.0,$$$,37.790582,-122.404653,"['Called and got a day of Friday night reservation for a party of two. Street parking.\n\nHad the most phenomenal omakase of my life. Everything was beautifully...', 'This place is impossible to get a reservation. I have called this place for two weeks straight with no avail. No one ever picks up.\n\nIn the prompt of the...', 'This was a wonderful surprise lunch with my husband as I crossed into another birthday year. \nWhat a wonderful local gem full of omakase.  this truly is...']",4.0,
Dumpling Kitchen,1952,Chinese,4.0,$$,37.7423,-122.48701,"['Stopped by here on a Saturday afternoon for a late lunch around 3pm. We were immediately seated and handed menus. \n\nWe ordered the following items: \n-...', 'Stopped by here for lunch this past Thursday on the recommendation of my girlfriend. I have to say I was thoroughly impressed.\n\nMy girlfriend and I split a...', ""Oh my Dumping Kitchen.  You know I love me some dumpin's!\n\nWe got some Egg Yolk stuff!  Some Steamed Bun stuff!  And some Shanghai stuff!\n\nI dunno.  I...""]",4.0,
Ebisu,1945,Sushi Bars,4.0,$$,37.7644547169329,-122.466417011814,"['I rarely eat Japanese food but this is a great mom and pop place. The staff is so nice and the food is so good! \nMy husband comes for the Omokase and orders...', 'Overall: 4/5\nFood & service: 4/5\n\nThe food is good but the place is overhyped. With long wait lines to be seated, the servers are doing the best that they...', 'This is our go to Sushi Restaurant!\n\nSUSHI IS FRESH!!!\n\nYou can definitely taste the QUALITY IN EVERY BITE!!!\n\nPHENOMENAL :D\n\nWe usually take it to go...']",4.0,
Marnee Thai,1932,Thai,4.0,$$,37.76311,-122.4818,"['Family style Thai restaurant tucked in between the many eateries along Irving st, but a very solid Thai place in the outer sunset area! \n\nPad kee Mao with...', ""Generous portions but didn't have as much intensity as I expected. I and my friends stopped by this cute restaurant on a Saturday for a late lunch, and had..."", 'Went to marnee Thai last weekend to with the family and overall enjoyed myself with service, but the food was a mix of hits and misses. This place was...']",4.0,
